ConceptName	QuestionName	Question	AnswerText	Correct
Use multiplication to solve word problems involving groups.	Q5	<p>A class has 4 rows of seats, each row has 7 seats. How many seats are there in the class in total?</p>	<p>11</p>	
Use multiplication to solve word problems involving groups.	Q5	<p>A class has 4 rows of seats, each row has 7 seats. How many seats are there in the class in total?</p>	<p>15</p>	
Use multiplication to solve word problems involving groups.	Q5	<p>A class has 4 rows of seats, each row has 7 seats. How many seats are there in the class in total?</p>	<p>28</p>	yes
Use multiplication to solve word problems involving groups.	Q5	<p>A class has 4 rows of seats, each row has 7 seats. How many seats are there in the class in total?</p>	<p>47</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Suzie has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Suzie have?</p>	<p>17</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Suzie has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Suzie have?</p>	<p>80</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Suzie has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Suzie have?</p>	<p>98</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Suzie has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Suzie have?</p>	<p>72</p>	yes
Use multiplication to solve word problems involving groups.	Q1	<p>Emma drew 9 rows of blocks, each row contains 7 blocks. How many blocks did she draw in total?</p>	<p>16</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Emma drew 9 rows of blocks, each row contains 7 blocks. How many blocks did she draw in total?</p>	<p>63</p>	yes
Use multiplication to solve word problems involving groups.	Q1	<p>Emma drew 9 rows of blocks, each row contains 7 blocks. How many blocks did she draw in total?</p>	<p>79</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Emma drew 9 rows of blocks, each row contains 7 blocks. How many blocks did she draw in total?</p>	<p>97</p>	
Use multiplication to solve word problems involving groups.	Q2	<p>Emma drew 5 rows of blocks, each row contains 6 blocks. How many blocks did she draw in total?</p>	<p>11</p>	
Use multiplication to solve word problems involving groups.	Q2	<p>Emma drew 5 rows of blocks, each row contains 6 blocks. How many blocks did she draw in total?</p>	<p>30</p>	yes
Use multiplication to solve word problems involving groups.	Q2	<p>Emma drew 5 rows of blocks, each row contains 6 blocks. How many blocks did she draw in total?</p>	<p>56</p>	
Use multiplication to solve word problems involving groups.	Q2	<p>Emma drew 5 rows of blocks, each row contains 6 blocks. How many blocks did she draw in total?</p>	<p>65</p>	
Use multiplication to solve word problems involving groups.	Q3	<p>Emma drew 4 rows of blocks, each row contains 8 blocks. How many blocks did she draw in total?</p>	<p>12</p>	
Use multiplication to solve word problems involving groups.	Q3	<p>Emma drew 4 rows of blocks, each row contains 8 blocks. How many blocks did she draw in total?</p>	<p>32</p>	yes
Use multiplication to solve word problems involving groups.	Q3	<p>Emma drew 4 rows of blocks, each row contains 8 blocks. How many blocks did she draw in total?</p>	<p>48</p>	
Use multiplication to solve word problems involving groups.	Q3	<p>Emma drew 4 rows of blocks, each row contains 8 blocks. How many blocks did she draw in total?</p>	<p>84</p>	
Use multiplication to solve word problems involving groups.	Q4	<p>Emma drew 6 rows of blocks, each row contains 9 blocks. How many blocks did she draw in total?</p>	<p>15</p>	
Use multiplication to solve word problems involving groups.	Q4	<p>Emma drew 6 rows of blocks, each row contains 9 blocks. How many blocks did she draw in total?</p>	<p>54</p>	yes
Use multiplication to solve word problems involving groups.	Q4	<p>Emma drew 6 rows of blocks, each row contains 9 blocks. How many blocks did she draw in total?</p>	<p>69</p>	
Use multiplication to solve word problems involving groups.	Q4	<p>Emma drew 6 rows of blocks, each row contains 9 blocks. How many blocks did she draw in total?</p>	<p>96</p>	
Use multiplication to solve word problems involving groups.	Q5	<p>Emma drew 8 rows of blocks, each row contains 2 blocks. How many blocks did she draw in total?</p>	<p>10</p>	
Use multiplication to solve word problems involving groups.	Q5	<p>Emma drew 8 rows of blocks, each row contains 2 blocks. How many blocks did she draw in total?</p>	<p>16</p>	yes
Use multiplication to solve word problems involving groups.	Q5	<p>Emma drew 8 rows of blocks, each row contains 2 blocks. How many blocks did she draw in total?</p>	<p>28</p>	
Use multiplication to solve word problems involving groups.	Q5	<p>Emma drew 8 rows of blocks, each row contains 2 blocks. How many blocks did she draw in total?</p>	<p>82</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>Sara and Suzie each have the same number of pencils.</p>
<p>&bull; Sara placed her pencils into 2 cases with 9 pencils in each.</p>
<p>&bull; Suzie divided her pencils equally into 3 cases.</p>
<p>How many pencils were in each of the cases Suzie divided to?</p>
<p>&nbsp;</p>"	<p>18</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>Sara and Suzie each have the same number of pencils.</p>
<p>&bull; Sara placed her pencils into 2 cases with 9 pencils in each.</p>
<p>&bull; Suzie divided her pencils equally into 3 cases.</p>
<p>How many pencils were in each of the cases Suzie divided to?</p>
<p>&nbsp;</p>"	<p>6</p>	yes
Use multiplication to solve word problems involving groups.	Q1	"<p>Sara and Suzie each have the same number of pencils.</p>
<p>&bull; Sara placed her pencils into 2 cases with 9 pencils in each.</p>
<p>&bull; Suzie divided her pencils equally into 3 cases.</p>
<p>How many pencils were in each of the cases Suzie divided to?</p>
<p>&nbsp;</p>"	<p>27</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>Sara and Suzie each have the same number of pencils.</p>
<p>&bull; Sara placed her pencils into 2 cases with 9 pencils in each.</p>
<p>&bull; Suzie divided her pencils equally into 3 cases.</p>
<p>How many pencils were in each of the cases Suzie divided to?</p>
<p>&nbsp;</p>"	<p>8</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells pencils in packages of 4. Tom bought enough packages to have 28 pencils. The equation below can be used to determine the number of packages Tom bought.</p>
<p>4 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 28</p>
<p>What is the total number of packages that Tom bought?</p>"	<p>6</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells pencils in packages of 4. Tom bought enough packages to have 28 pencils. The equation below can be used to determine the number of packages Tom bought.</p>
<p>4 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 28</p>
<p>What is the total number of packages that Tom bought?</p>"	<p>7</p>	yes
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells pencils in packages of 4. Tom bought enough packages to have 28 pencils. The equation below can be used to determine the number of packages Tom bought.</p>
<p>4 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 28</p>
<p>What is the total number of packages that Tom bought?</p>"	<p>24</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells pencils in packages of 4. Tom bought enough packages to have 28 pencils. The equation below can be used to determine the number of packages Tom bought.</p>
<p>4 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 28</p>
<p>What is the total number of packages that Tom bought?</p>"	<p>32</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells crayons in cases of 6. Molly bought enough cases to have 48 crayons. The equation below can be used to determine the number of cases Molly bought.</p>
<p>6 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 48</p>
<p>What is the total number of cases that Molly bought?</p>"	<p>7</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells crayons in cases of 6. Molly bought enough cases to have 48 crayons. The equation below can be used to determine the number of cases Molly bought.</p>
<p>6 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 48</p>
<p>What is the total number of cases that Molly bought?</p>"	<p>8</p>	yes
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells crayons in cases of 6. Molly bought enough cases to have 48 crayons. The equation below can be used to determine the number of cases Molly bought.</p>
<p>6 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 48</p>
<p>What is the total number of cases that Molly bought?</p>"	<p>42</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>A store sells crayons in cases of 6. Molly bought enough cases to have 48 crayons. The equation below can be used to determine the number of cases Molly bought.</p>
<p>6 &times;&nbsp;<span style=""text-decoration: underline;""> &nbsp; &nbsp;?&nbsp; &nbsp;</span> =&nbsp; 48</p>
<p>What is the total number of cases that Molly bought?</p>"	<p>54</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Jamal has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Jamal have?</p>	<p>17</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Jamal has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Jamal have?</p>	<p>80</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Jamal has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Jamal have?</p>	<p>98</p>	
Use multiplication to solve word problems involving groups.	Q1	<p>Jamal has a small library made up of 8 shelves, each shelf contains 9 books. How many books does Jamal have?</p>	<p>72</p>	yes
Use multiplication to solve word problems involving groups.	Q1	"<p>Mike and Tom each have the same amount of sugar.</p>
<p>&bull; Mike has 3 containers of sugar each has 6 kilograms.</p>
<p>&bull; Tom divided the total amount of sugar he has equally into 2 containers.</p>
<p>How many kilograms of sugar will be in each of the containers Tom divided to?</p>"	<p>6</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>Mike and Tom each have the same amount of sugar.</p>
<p>&bull; Mike has 3 containers of sugar each has 6 kilograms.</p>
<p>&bull; Tom divided the total amount of sugar he has equally into 2 containers.</p>
<p>How many kilograms of sugar will be in each of the containers Tom divided to?</p>"	<p>2</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>Mike and Tom each have the same amount of sugar.</p>
<p>&bull; Mike has 3 containers of sugar each has 6 kilograms.</p>
<p>&bull; Tom divided the total amount of sugar he has equally into 2 containers.</p>
<p>How many kilograms of sugar will be in each of the containers Tom divided to?</p>"	<p>18</p>	
Use multiplication to solve word problems involving groups.	Q1	"<p>Mike and Tom each have the same amount of sugar.</p>
<p>&bull; Mike has 3 containers of sugar each has 6 kilograms.</p>
<p>&bull; Tom divided the total amount of sugar he has equally into 2 containers.</p>
<p>How many kilograms of sugar will be in each of the containers Tom divided to?</p>"	<p>9</p>	yes
